Country Name,Country Code,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Lower middle income,LMC,"GDP per capita, PPP (current international $)",1746.278368,1770.991998,1814.214366,1832.798542,1868.682138,1950.170396,2052.647552,2119.358121,2197.644584,2311.71444,2420.375549,2540.563642,2648.00911,2824.592147,3058.242759,3308.659695,3586.326335,3873.303148,4045.628366,4212.264007,4479.933776,4719.158783,5049.298098,5277.770925,5444.910473,5613.958344,5857.290233,6129.091753,6518.292936,6833.7778
Low & middle income,LMY,"GDP per capita, PPP (current international $)",2536.587189,2634.335121,2703.788373,2797.645476,2891.10256,3025.674885,3193.877433,3352.387252,3374.879933,3501.651514,3728.474744,3901.097958,4086.339966,4354.028843,4754.611715,5197.020653,5766.315407,6345.830601,6820.162154,7020.84817,7544.024435,8086.942341,8553.198016,8946.511663,9213.069697,9278.374509,9563.189334,10022.88802,10646.25585,11120.06435
Lesotho,LSO,"GDP per capita, PPP (current international $)",813.2402636,879.292955,940.4412435,974.6645614,1032.850394,1067.826918,1127.051964,1168.55698,1182.176529,1191.70027,1257.418952,1328.846545,1363.595916,1460.511666,1534.648914,1645.361804,1772.343197,1910.807987,2079.0436,2136.795543,2173.572399,2328.231961,2354.102063,2621.936623,2871.684565,3093.710719,3063.028826,2783.115662,2813.400913,2882.421901
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",2866.654568,2963.16371,3026.410092,3202.547938,3385.590907,3615.229982,3835.086109,4067.641395,4178.060974,4387.450135,4767.259418,5087.244444,5459.568882,5931.665783,6549.241534,7253.617859,8256.507968,9287.644421,10228.42426,10624.12639,11553.38327,12619.98634,13474.0322,14219.83675,14708.17899,14732.42275,15180.87574,16027.52342,17232.2447,18215.70742
Lithuania,LTU,"GDP per capita, PPP (current international $)",,,,,,5922.32626,6376.143738,7068.317313,7762.968137,7821.640848,8459.605057,9451.723494,10494.34923,12067.90091,13031.53327,14526.07521,16481.7946,19094.20254,20744.07355,18159.68129,20053.90408,22823.95416,24645.69354,26679.97857,28156.18584,28823.81809,30924.93094,33821.19545,35831.86282,38214.20693
Luxembourg,LUX,"GDP per capita, PPP (current international $)",29656.33484,32866.21767,33775.22378,35547.43979,37183.92352,39624.41525,41322.56097,42836.16249,44396.39103,50627.92776,55361.9323,55895.38484,58771.50927,60040.23125,64051.82503,68220.06448,77938.20012,83975.63557,86693.89512,82340.48949,85677.63344,92005.01684,91622.17742,95590.5387,101297.5757,103750.7751,110649.6966,112822.6058,116786.48,121292.7393
Latvia,LVA,"GDP per capita, PPP (current international $)",,,,,,5489.763591,5776.003306,6465.938329,7047.96123,7390.392737,8017.565047,9018.46788,10052.59588,11011.10906,12199.20747,13836.85561,15742.43171,18125.9764,19466.07461,16936.93309,17600.41724,19789.47784,21291.23124,22692.81035,23844.29632,24830.92297,26404.52569,28488.92361,30644.60829,32204.45784
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",27082.01844,28216.50912,31913.73696,33632.15183,35090.7016,36266.98434,36041.36969,35833.54831,33882.97879,32858.02908,34742.67263,35683.19869,38533.17222,42742.08911,54287.86382,59079.78832,67443.49301,77578.04501,80068.55983,80011.78705,99166.90273,120358.9319,133521.443,153609.8402,154095.7039,117110.1878,115698.0592,126918.2265,135020.7802,129103.0144
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (current international $)",2549.079851,2774.441167,2729.058924,2725.603642,3028.392207,2879.881425,3248.057903,3208.42229,3434.526668,3477.877863,3579.348846,3878.28899,4014.238492,4281.401808,4553.555494,4793.267493,5250.52386,5516.874269,5886.670825,6107.380459,6332.123545,6712.326003,6702.418324,6916.015457,6609.609108,7024.963089,7112.999215,7314.154487,7613.142868,7826.167677
Monaco,MCO,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (current international $)",,,,,,3186.275181,3060.050313,3175.811557,3002.661909,2948.042426,3083.73543,3351.094251,3678.128467,4004.961,4428.072832,4920.413061,5327.4283,5647.72573,6218.499816,5897.391828,6396.089272,6913.602292,7363.162319,8381.671833,8827.054108,9254.848605,10610.47784,11651.31745,12665.00369,13574.05143
Madagascar,MDG,"GDP per capita, PPP (current international $)",1212.980734,1141.058507,1146.428675,1162.868637,1151.667221,1159.278632,1168.872406,1194.690845,1216.383618,1251.884217,1295.847874,1360.818323,1174.408877,1274.20009,1336.76533,1401.930266,1478.50279,1559.227329,1648.504297,1550.578172,1534.891278,1548.327823,1530.934508,1535.489162,1555.82338,1546.837114,1606.666934,1584.422678,1651.168811,1714.447454
Maldives,MDV,"GDP per capita, PPP (current international $)",,,,,,6178.421032,6653.917509,7207.524471,7700.276357,8140.068937,8460.491404,8104.711108,8594.75459,9678.550809,10248.25024,8940.432454,11336.64307,12251.76701,13345.01164,12123.61642,12712.20418,13542.92749,13690.52841,14774.15009,15993.16898,16768.69732,17411.05432,17988.69,18945.25865,19698.23575
Middle East & North Africa,MEA,"GDP per capita, PPP (current international $)",7753.379177,8488.341548,8922.81821,9137.211411,9317.32616,9503.519545,9923.666272,10222.33252,10631.68192,10775.88316,11425.9667,11609.47689,11774.61529,12369.56511,13462.86332,14257.48148,15201.36812,16062.00916,16742.69918,16636.90436,17316.04283,17905.13169,18489.49276,18369.93212,18063.07463,16283.34781,15931.46488,16573.71117,17106.74586,17471.18045
Mexico,MEX,"GDP per capita, PPP (current international $)",8081.836061,8559.900134,8936.047912,8555.64056,9014.381915,8482.613062,9076.087735,9712.091271,10173.16543,10448.8234,11089.81343,11129.86896,11187.47762,11482.44959,12085.76007,12657.63719,13808.17762,14290.06724,14924.82175,14558.24481,15260.62055,16520.25851,17162.92752,17373.89702,18045.98446,18284.88284,19314.25736,19795.8685,20396.47771,20410.70657
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",1998.490655,2019.486498,2175.210361,2332.732208,2503.293197,2752.430689,2510.2735,2392.896969,2404.482403,2405.38236,2476.246796,2668.129428,2760.841073,2710.465424,2757.248092,2866.939653,2946.295217,3093.465138,2934.230051,2995.234351,3252.367857,3285.582535,3258.500774,3425.601546,3443.028342,3519.218145,3585.710747,3780.93897,3986.06801,
Middle income,MIC,"GDP per capita, PPP (current international $)",2663.29178,2769.049889,2847.039033,2949.998309,3053.133765,3198.106127,3379.313169,3550.349066,3576.056845,3714.363357,3960.941834,4148.206004,4351.109679,4643.051154,5078.989962,5559.687963,6179.95801,6811.954672,7332.045444,7556.284974,8132.69157,8734.729874,9258.695459,9694.615934,9987.729952,10063.65403,10386.74516,10901.88122,11599.57995,12134.61702
North Macedonia,MKD,"GDP per capita, PPP (current international $)",5526.361497,5368.567241,5142.400889,4882.408189,4904.73988,4947.895546,5082.339181,5217.791387,5435.745778,5703.946838,6128.535203,6028.875315,6305.372655,6502.733064,7080.163713,7759.72287,8583.375074,9242.314008,10417.96195,10922.75793,11282.2495,11611.24772,11839.70875,12653.55229,13368.18238,13831.1228,14983.16647,15528.91003,16517.49901,17814.86118
Mali,MLI,"GDP per capita, PPP (current international $)",804.2250455,909.1044428,878.052876,903.1993123,931.9516732,935.1350457,993.341178,1032.31878,1094.128575,1142.074856,1134.541156,1299.113577,1320.212706,1422.56133,1437.30406,1528.692945,1594.965013,1639.392599,1693.719835,1731.268201,1787.161555,1826.647792,1763.839478,1812.965118,1915.368491,2032.665667,2188.081627,2248.260816,2336.97532,2423.828765
Malta,MLT,"GDP per capita, PPP (current international $)",9335.808073,9982.668571,10579.40999,11202.88397,11976.17917,12912.4821,13668.09053,15126.64412,15868.60609,16962.22997,18289.72215,18419.34161,19584.6137,20781.60167,21336.32361,22263.78261,23219.91715,24891.48886,26193.04582,26159.43065,27829.82422,28601.70114,29423.39961,31078.43944,33387.07263,36083.36776,38699.6095,41554.93791,43555.20509,45651.575
Myanmar,MMR,"GDP per capita, PPP (current international $)",425.3340021,431.0690183,477.6548219,512.5994766,556.2960436,600.253426,642.5660013,681.7684644,720.5408838,800.94008,920.6647465,1036.378184,1167.577928,1341.340553,1550.912815,1801.919376,2084.249644,2381.406102,2660.177816,2944.333172,3243.000489,3469.139221,3727.142063,4016.316693,4245.80704,4416.546732,4492.018321,4739.910118,5147.854051,5355.27019
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (current international $)",4790.822152,5155.258419,5387.763247,5537.630114,5610.293023,5762.148816,6090.179847,6286.265388,6665.359597,6936.433632,7288.458775,7486.21014,7721.589757,7933.663625,8639.215893,9152.505788,9780.068921,10470.30334,10871.67935,11041.89307,11548.88476,11503.45887,11807.45064,11694.2542,11368.95812,10675.7136,10608.92463,10897.67481,,
Montenegro,MNE,"GDP per capita, PPP (current international $)",,,,,,,,,,,6004.078797,6773.158065,7100.27723,7332.827866,7835.185552,8313.67164,10446.09965,12446.416,13816.52731,13034.67735,13645.15403,14472.47919,13863.96478,14870.173,15371.12201,16337.1426,18085.02979,19627.08163,21236.47102,22988.6802
Mongolia,MNG,"GDP per capita, PPP (current international $)",3346.569359,3110.866638,2854.324542,2804.743895,2903.591752,3129.431784,3231.873701,3387.684523,3510.281604,3638.539525,3729.249944,3887.626852,4095.939708,4418.143794,4963.623692,5424.240853,5989.655303,6689.45971,7319.099673,7167.241428,7581.563396,8912.857305,10227.52665,10549.85911,11056.30981,10767.1332,10742.65309,11311.79382,12196.75026,12819.94858
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (current international $)",291.4913559,308.0332844,285.5860923,310.6000783,324.9199652,327.4851357,359.7602896,396.469756,429.8072797,474.8817049,478.2943348,532.5449249,574.1411629,606.9704723,653.1599014,697.7674931,766.7003689,824.9519184,877.8643156,915.0166272,959.0600426,1023.066111,1035.523961,1084.985842,1139.053569,1291.267986,1363.674365,1283.65987,1319.972243,1333.518167
Mauritania,MRT,"GDP per capita, PPP (current international $)",2639.023737,2705.80679,2747.316723,2901.90803,2800.570192,3061.197716,3216.24223,3061.116496,3101.704328,3178.818442,3041.067913,3000.580218,3005.948569,3183.320395,3328.105268,3621.096346,4290.200245,4196.493605,4142.721087,4058.739692,4092.08467,4225.568913,4262.064847,4481.255364,4295.049304,4200.155677,4700.104005,5077.195472,5161.408836,5412.419162
Mauritius,MUS,"GDP per capita, PPP (current international $)",4946.528685,5283.288313,5680.382537,6038.472407,6333.217086,6685.520676,7115.206162,7554.371329,8018.503897,8241.220605,9027.425525,9459.232145,9696.478906,10386.3468,11058.2433,11536.87669,12406.32643,13407.97741,14353.11306,14902.35421,15698.52215,16653.2438,16963.51124,17866.30682,18488.04679,19229.83549,20701.21897,21415.11611,22732.23453,23942.13241
Malawi,MWI,"GDP per capita, PPP (current international $)",469.1823932,516.6356151,485.3328304,543.6167911,496.5608459,585.8487414,628.8313746,648.2739135,662.5540399,673.2994728,680.7341574,644.6779486,649.9934312,683.1300311,721.4126314,748.4797132,785.7325285,859.8979223,917.0580953,972.6456378,1021.858988,1062.954455,1034.020079,1108.513657,1078.980573,1018.935262,1025.010957,1037.545868,1067.126779,1103.643616
Malaysia,MYS,"GDP per capita, PPP (current international $)",6818.401982,7517.49071,8159.296379,8951.920938,9739.125574,10648.77129,11627.62003,12373.31493,11302.46027,11875.80867,12913.17214,12976.6736,13606.05103,14369.82821,15450.0455,16454.21794,17549.59826,18784.48219,19695.07704,19193.19048,20508.75245,21704.74958,22985.82538,23478.0318,24607.70746,24801.88695,25546.00923,26648.32965,28186.70494,29525.57736
North America,NAC,"GDP per capita, PPP (current international $)",23516.63281,23924.76481,24935.28383,25889.2094,27185.71935,28167.97763,29374.44723,30838.63498,32201.45604,33850.09922,35643.48654,36446.11721,37320.59107,38783.27265,40936.59905,43339.66954,45484.41332,47140.01068,47587.02542,46282.52677,47633.44445,49063.4305,50683.85758,52237.7196,54118.09985,55606.59614,56778.05535,58815.11377,61682.67498,63850.74221
Namibia,NAM,"GDP per capita, PPP (current international $)",3653.938293,3965.621106,4231.319883,4158.587636,4221.187963,4378.592183,4502.826943,4676.349103,4789.841592,4930.961959,5127.953028,5217.551923,5470.341468,5722.878939,6499.015008,6762.570796,7335.153684,7797.754447,8012.799673,7951.277501,8377.434644,8830.223647,9341.076891,9709.591641,10400.76954,10574.14799,10372.32493,10050.50121,10166.33727,10036.59246
New Caledonia,NCL,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (current international $)",757.2431487,756.9746271,764.1377697,759.6156245,762.6352326,769.4268586,759.5351563,757.0913411,811.8660725,794.0691989,774.7916043,817.8879943,839.0021875,844.1213434,838.2530064,892.1321843,936.9633109,955.4129517,1010.795028,998.6479259,1054.102947,1059.685982,1150.523555,1119.837709,1137.220911,1143.273529,1140.98727,1161.657065,1224.708549,1269.601399
Nigeria,NGA,"GDP per capita, PPP (current international $)",2059.134786,2082.693132,2173.308976,2125.63965,2079.134407,2069.024217,2141.347819,2187.134968,2213.016735,2202.409804,2306.114579,2434.246219,2780.792362,2964.36306,3241.724448,3467.105106,3690.840171,3934.842374,4170.732886,4420.974183,4703.205009,4922.702617,4982.946471,5225.174455,5507.1704,5426.332967,5234.67786,5190.354386,5276.718424,5348.339797
Nicaragua,NIC,"GDP per capita, PPP (current international $)",1975.413575,1993.389742,2001.233252,1995.791893,2061.855056,2184.883948,2321.435808,2411.359515,2486.270977,2656.142686,2783.256724,2885.228461,2911.117059,2998.111147,3198.371132,3392.591973,3590.827177,3821.56905,3974.763129,3820.541483,3981.045609,4263.154888,4427.932029,4610.305065,4941.71653,5293.865358,5694.0357,6004.031789,5829.257301,5631.201573
Netherlands,NLD,"GDP per capita, PPP (current international $)",19139.94975,20110.73741,20762.3865,21372.11848,22339.76532,23403.01277,24471.65244,26008.26606,27708.45213,29268.5361,31882.75531,33194.37631,34447.20532,34112.31879,35777.31075,37625.56171,40964.31464,43893.5271,46420.20168,44599.82056,45074.03994,46599.02103,47272.10302,49241.51784,49233.2154,50302.06775,52283.15685,55347.91239,57565.19756,59686.83163
Norway,NOR,"GDP per capita, PPP (current international $)",18427.23184,19544.69388,20585.46633,21544.17474,22985.3814,24315.97058,26777.68328,28599.0163,28185.85861,30555.04906,36950.32475,37780.46707,37980.35398,38551.55411,42511.36727,47797.52995,54095.15569,55872.42527,61716.59971,55417.50224,57958.37436,62076.74066,65354.77925,66961.2531,65892.68928,60385.11676,58933.95578,62940.5875,67640.18138,66831.86883
Nepal,NPL,"GDP per capita, PPP (current international $)",751.8355804,805.4547021,834.7203982,863.5026676,929.4122851,957.4600355,1003.033716,1048.377807,1069.747427,1111.289064,1184.843133,1247.790237,1249.622466,1304.303183,1383.467211,1457.54957,1532.997512,1608.390925,1721.244251,1798.354941,1897.781558,2001.628304,2176.149302,2349.625078,2593.438375,2633.39531,2582.943673,3099.306082,3329.49805,3558.399828
Nauru,NRU,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,4390.341464,4551.459547,4984.016628,3942.479154,4887.977878,5347.041951,5970.738366,6670.33905,7407.286562,9351.513568,11009.45167,10963.95195,10974.72774,10682.23471,11758.09512,12080.07459
New Zealand,NZL,"GDP per capita, PPP (current international $)",14857.3451,14561.1036,14913.38029,15956.77847,17090.04867,17906.58815,18463.76882,19136.82128,19341.0012,20579.36592,21519.15723,22500.34022,23306.27954,23968.39735,25080.93826,25677.41908,27759.04625,29387.5812,29862.73241,30703.83056,31261.93953,32743.90075,32996.34541,36231.10046,37276.94397,37530.03908,39990.55728,41493.03413,42810.83751,43952.54843
OECD members,OED,"GDP per capita, PPP (current international $)",16573.77962,17204.88122,17835.18941,18320.83675,19138.03789,19922.56301,20801.09889,21761.35286,22343.89237,23214.60318,24645.66302,25406.29343,26207.04407,26963.63214,28393.51998,29738.72853,31699.85755,33238.41757,34090.37985,33214.32324,34450.27903,35873.96771,36851.35435,38152.27927,39287.34904,40408.90764,41735.46544,43398.10737,44950.54656,46505.92229
Oman,OMN,"GDP per capita, PPP (current international $)",23593.93305,24758.45383,26214.30464,27237.12245,27870.46827,29119.60563,30113.68323,32291.95606,33486.98729,33882.33516,36300.39867,38303.6444,37823.75816,36691.63852,37240.04624,38326.2046,40486.65157,42176.81942,44936.47354,45954.85643,46076.17023,43517.85927,44569.88624,42201.40462,38811.10361,31113.59125,28926.13819,29083.23669,29268.55666,29052.4974
Other small states,OSS,"GDP per capita, PPP (current international $)",,,,,,,,,,,11157.00326,11738.5667,12317.72733,12900.1457,14248.70615,15195.89096,17072.36863,18939.79368,20493.16588,20807.32442,22419.86324,24192.33803,25302.4748,25584.90074,25406.73238,21699.13598,21159.62688,22960.78091,23542.57628,23908.79516
Pakistan,PAK,"GDP per capita, PPP (current international $)",1923.528703,2030.186979,2174.961246,2204.181197,2271.821923,2367.412437,2456.694755,2452.98248,2472.432063,2529.009357,2625.261887,2709.028012,2753.540648,2898.032945,3127.690789,3357.363405,3579.96241,3766.855583,3818.071941,3868.743964,3890.290662,3993.550131,4018.703769,4103.584078,4238.594521,4373.014234,4410.094753,4571.414491,4851.612751,4884.88139
Panama,PAN,"GDP per capita, PPP (current international $)",5045.017921,5588.885963,6058.216594,6406.729728,6593.29686,6710.576326,6968.215574,7393.989237,7865.194739,8126.988818,8367.744178,8435.268026,8594.087985,8951.670374,9701.820755,10527.46932,11570.99557,13066.84303,14373.64737,14405.10814,15153.52762,16923.9164,18679.55255,20809.91213,22897.39549,25319.22938,27828.52345,30454.76381,31781.84429,32762.49475
Peru,PER,"GDP per capita, PPP (current international $)",3361.406815,3481.079936,3472.639704,3670.785997,4132.378536,4448.21201,4570.917225,4861.12249,4811.261923,4873.864819,5043.267181,5120.06957,5423.64343,5697.430252,6084.895398,6610.890519,7262.257826,8026.609755,8857.865101,8951.015022,9730.423115,10476.7949,10767.67806,11295.96289,11510.28385,11572.32269,12013.37894,12506.53017,13084.00103,13380.36442
Philippines,PHL,"GDP per capita, PPP (current international $)",2665.120307,2671.98528,2676.088743,2731.357367,2844.302265,2969.972035,3128.628438,3272.929774,3218.357198,3292.517024,3439.538853,3545.733964,3657.970447,3835.916705,4115.768911,4370.373938,4657.708791,5008.201407,5239.727054,5268.495155,5626.281401,5865.343674,6296.827679,6614.683925,6960.900647,7186.768858,7703.753729,8120.842309,8717.047981,9277.374369
Palau,PLW,"GDP per capita, PPP (current international $)",,,,,,,,,,,9889.832612,10598.36141,10995.73072,10787.8029,11595.39035,12495.8879,12837.98701,13626.28261,13433.88251,12979.86799,13411.10076,14527.31939,15168.30838,15245.61141,16195.01252,17977.53101,18256.89903,17865.79081,18496.43569,
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",1439.246666,1592.12728,1811.505767,2141.998176,2264.382142,2182.968138,2337.537299,2229.462976,2117.058985,2136.043337,2081.455362,2079.355107,2066.013057,2106.823758,2176.646248,2335.161838,2477.993255,2678.298444,2656.864451,2791.714612,3039.786237,3069.758099,3206.196245,3318.804771,3763.077881,4081.298244,4209.043661,4353.270268,4335.899259,4569.44618
Poland,POL,"GDP per capita, PPP (current international $)",6173.862412,5913.854896,6181.768898,6548.118895,7027.077981,7662.771571,8250.350074,8920.160547,9471.41188,10022.39536,10655.42549,11102.08351,11781.05635,12257.33485,13341.15827,13895.85339,15139.49933,16786.66424,18310.35778,19260.9242,21064.08518,22850.63885,23833.2097,24719.24751,25612.25783,26856.28883,28283.70144,30152.74157,31834.4091,34217.71571
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",1411.710038,1428.37637,1468.683258,1473.639672,1466.694842,1501.462885,1575.939764,1660.836852,1776.98956,1850.532905,1893.504784,1970.336201,2045.332828,1994.376667,2259.197046,2410.883583,2587.874209,2746.16775,2905.998344,2991.99055,3121.795328,3252.566829,3354.129445,3494.184973,3591.839176,3464.478494,3413.265266,3514.30296,3581.215787,3655.575319
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",13423.48565,14097.14655,14979.47349,15912.01549,16775.5406,17741.76518,18278.41787,19320.60802,20500.48841,21807.87374,22961.29087,24893.0168,25485.62659,25956.53488,28981.39847,29332.65213,29920.8258,30545.67416,30745.41586,30541.06419,30925.40083,31824.15484,32582.62241,33172.67126,33682.85003,34016.02235,34346.86733,34363.74599,34921.13875,35948.19196
"Korea, Dem. People’s Rep.",PRK,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",11758.36265,12716.27751,13157.97798,13178.38775,13553.13875,14380.07888,14894.97383,15783.37957,16686.73942,17718.15157,18883.74321,19533.24082,20356.6473,20828.32592,21458.37186,22725.27749,24652.94997,25706.38008,26665.8373,26484.36829,27280.16586,26769.51189,26438.0163,27936.03966,28742.44038,29668.8592,31604.54631,33086.09677,34340.71335,36470.70677
Paraguay,PRY,"GDP per capita, PPP (current international $)",5391.603019,5621.028624,5701.087785,5975.69808,6275.548403,6685.601123,6758.412681,7008.228441,6939.563346,6799.148437,6653.981914,6612.483959,6589.97221,6876.798505,7223.356771,7485.08178,7960.499552,8495.095926,9085.540163,9008.712397,9993.03297,10490.93554,10022.12546,11086.74562,11425.66114,11471.49423,12029.96623,12594.34143,13153.16003,13210.30791
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",,,,,2113.451155,2210.150531,2178.21299,2429.503865,2738.149398,2931.806098,2671.738553,2413.658778,2091.490298,2367.637065,2615.172132,2912.456367,2810.803378,2998.916986,3155.095825,3363.596651,3584.086975,4010.599798,4631.233213,4729.142633,5008.302272,5400.655659,5495.10553,5754.779242,5795.231559,
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",2838.941538,2868.191745,3042.298429,3144.230617,3309.069739,3444.500573,3579.859527,3537.172054,3596.526165,3819.702737,3815.652108,3914.308229,4026.989093,4129.891266,4376.045478,4541.485456,4725.999503,4821.457774,4926.085111,4825.251765,4961.41879,5189.224476,5406.394254,5665.004243,6348.551185,6768.74732,6888.02054,7200.627288,7473.748705,7608.477583
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",17913.47599,18593.61448,19222.75888,19734.22209,20605.09248,21485.22572,22393.56557,23403.59666,24207.31704,25263.46,26859.86224,27819.37664,28789.74021,29712.52202,31322.85773,32857.85859,34967.70325,36690.87118,37605.57654,36606.94086,37900.10575,39324.36755,40381.66954,41851.85509,43006.56345,44127.80687,45590.5732,47466.20628,49291.01717,51173.43727
French Polynesia,PYF,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",,,,,,,,,,,96822.9534,99035.42244,103476.988,102758.2345,113857.3559,109856.1953,120837.3512,122883.5489,125011.137,122424.1726,132048.1337,139358.3543,141634.9725,138230.1373,129068.8681,92968.09041,83102.48567,95058.46834,96732.66319,96490.98387
Romania,ROU,"GDP per capita, PPP (current international $)",5270.649382,4786.389788,4506.804357,4690.497087,4986.266574,5419.109825,5735.258389,5562.197511,5544.238804,5596.468579,5850.29903,6521.439273,7162.320064,7551.723116,8982.148172,9602.126558,11542.67513,13685.89298,16782.20705,16647.85475,16979.0733,17907.66167,18931.65449,19797.26555,20623.26246,21631.49769,24165.75257,27191.66866,29213.84146,32297.30337
Russian Federation,RUS,"GDP per capita, PPP (current international $)",8027.845591,7857.906215,6862.462729,6419.51646,5734.413877,5613.280647,5517.85889,5699.947617,5465.056362,5914.326062,6825.391511,7361.363679,8037.474535,9254.537201,10226.76615,11822.34693,14912.23393,16648.24164,20163.60942,19389.94118,20490.12672,22798.67443,24303.47341,26073.87453,25761.64802,24085.32418,24125.39886,26005.97994,28763.51663,29181.36322
Rwanda,RWA,"GDP per capita, PPP (current international $)",558.2357869,578.8799254,662.5413658,666.8718971,357.5612868,502.0854711,559.5139917,606.9301917,616.037031,605.1473749,633.918296,677.3888682,760.7722814,779.9258574,848.3433517,939.5198685,1033.517891,1113.910001,1229.085289,1281.102725,1355.539146,1457.122365,1495.911215,1550.288162,1714.572118,1813.750518,1891.834452,1975.252453,2137.850034,2318.48623
South Asia,SAS,"GDP per capita, PPP (current international $)",1242.946019,1281.665623,1356.706553,1418.255432,1503.67734,1607.893521,1714.127887,1772.996042,1855.819343,1989.465694,2077.241138,2177.554248,2250.899485,2417.790298,2625.668881,2864.753682,3126.579354,3390.367973,3512.863658,3733.64342,4005.235429,4237.678568,4566.873951,4752.153577,4928.799141,5137.335557,5455.149571,5772.075177,6194.34213,6527.256539
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",32087.70671,36925.56487,38114.12865,37443.80712,37504.46749,37498.53369,38378.79081,38712.27844,39514.78484,37791.23403,39882.62318,39240.7681,37667.03931,41441.85378,44601.78641,47161.11299,48552.53335,49394.00348,52047.05485,49933.18396,51529.83578,56132.95753,57364.43222,55907.39417,55725.39756,48611.14527,45485.65957,47309.1246,48719.86405,48908.48238
Sudan,SDN,"GDP per capita, PPP (current international $)",1130.580203,1224.537227,1300.712789,1356.601219,1363.291713,1436.815615,1508.848254,1651.838709,1695.543271,1725.32515,1824.609909,1931.347003,2030.524527,2166.786587,2247.833136,2422.966783,2672.271792,2976.974773,3183.836948,3225.055192,3168.551784,3673.486902,4102.80843,4189.448778,4734.833046,5047.927788,4415.769525,4362.578409,4258.775161,4122.526685
Senegal,SEN,"GDP per capita, PPP (current international $)",1476.50368,1519.186606,1526.927019,1537.885105,1526.962856,1599.292961,1619.835079,1658.671682,1735.06602,1828.611772,1884.199391,1965.906008,1961.682864,2079.526872,2204.703299,2340.569691,2407.340749,2526.431712,2609.140224,2612.154726,2662.686941,2682.693606,2764.783809,2749.221591,2830.699106,2971.344983,3075.934479,3203.900758,3393.00442,3535.568779
Singapore,SGP,"GDP per capita, PPP (current international $)",23835.36946,25552.04336,27044.76875,30088.18296,33086.81823,35129.55709,36914.29067,39332.06578,37602.17799,40007.50679,43833.22096,43136.43028,45120.4077,48756.56255,54301.69775,58717.21715,63910.0847,68628.38256,67576.86283,66149.00465,75294.35655,80052.3915,82064.96119,83001.7878,84423.19134,86974.74762,89386.0794,94940.97079,100051.4344,101375.7753
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",1221.941509,1301.90128,1458.650228,1509.100973,1635.921633,1757.265627,1767.771708,1723.504541,1725.436455,1694.652191,1445.486229,1323.152188,1271.979025,1344.055352,1411.468426,1497.183034,1611.374058,1735.89457,1853.137465,1737.972509,1832.831573,2064.595803,2142.507048,2185.868783,2216.265053,2235.826964,2271.613906,2337.642684,2421.015878,2465.520643
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",776.4069664,816.0821133,676.1284753,704.7036291,708.8764842,666.743052,689.4637957,656.6871474,668.8076822,652.9793022,693.0118374,639.6249776,786.3705354,835.95782,875.8797585,908.4698623,944.7694539,1020.251561,1070.512776,1088.374466,1134.088556,1203.210272,1405.574424,1746.554465,1787.64913,1586.688648,1596.620542,1642.606593,1702.54097,1789.588431
El Salvador,SLV,"GDP per capita, PPP (current international $)",2915.88536,3018.23741,3258.456481,3482.095441,3675.416801,3883.602772,3944.068928,4097.282052,4215.603163,4333.670239,4447.649392,4554.856987,4672.355458,4807.717661,4956.555345,5224.75785,5591.442333,5823.174028,6063.286025,5956.875098,6127.039118,6465.874715,6541.166341,6877.153044,7233.190625,7597.68557,8038.625529,8454.058198,8818.877207,9139.706334
