Country Name,Country Code,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ecuador,ECU,"GDP per capita, PPP (current international $)",4829.933123,5087.439165,5192.581509,5299.176554,5518.683731,5636.989744,5715.879377,5940.06864,6077.540637,5758.073129,5838.902525,6094.348526,6332.185874,6513.299404,7117.171715,7598.946244,8037.883279,8294.641405,8845.5545,8818.67236,9090.308234,9857.521816,10311.4026,11153.6845,11713.1715,11060.28763,11034.26985,11617.90876,11834.57087,11846.78056
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",3713.489044,3795.057799,3969.291998,4096.447098,4263.635095,4464.639303,4678.064412,4920.254365,5149.258254,5431.88583,5794.125257,6015.095821,6139.679075,6334.571714,6648.429018,7033.919573,7606.756427,8219.482536,8820.716727,9131.498085,9522.510199,9686.046378,11092.74326,11221.38191,10895.94485,11512.40239,11192.37289,11014.48614,11634.54685,12250.78041
Euro area,EMU,"GDP per capita, PPP (current international $)",16983.29121,17941.63877,18518.06929,18752.18769,19566.2139,20413.36944,21041.12106,21908.81709,22960.50025,23840.95017,25323.71309,26504.75452,27533.83871,27953.21245,29051.46179,30076.74712,32494.84741,34382.70722,35709.62981,34821.29081,35795.60234,37435.6766,37801.90603,38981.95278,39949.92374,41058.21372,43532.31908,45748.61085,47283.03595,49237.36689
Eritrea,ERI,"GDP per capita, PPP (current international $)",,,813.9635626,953.3712002,1191.114145,1258.913,1405.606253,1543.829478,1580.77583,1581.613248,1528.581661,1639.997654,1642.460552,1553.454922,1547.725867,1575.13894,1556.662291,1578.904771,1420.739661,1459.830083,1485.198435,1625.506156,,,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",13660.53362,14445.25472,14838.88568,14956.01456,15565.13557,16257.79976,16949.40814,17906.71606,19096.24554,19954.29022,21592.33515,22959.00732,24371.59885,25018.76109,26119.93003,27606.93405,30683.16047,32435.78423,33263.2724,32123.2508,31703.86576,31867.97324,31720.12,32434.0032,33525.74063,34912.47613,37282.44251,39575.53515,40482.58901,42214.13039
Estonia,EST,"GDP per capita, PPP (current international $)",,,,5794.27824,5946.618467,6460.460136,6870.955277,7966.306455,8438.264699,8419.571355,9437.242789,10326.28527,11670.36527,13123.02805,14521.35657,16624.91204,19310.00474,22168.645,22830.09032,20613.56268,21809.42391,24777.46819,26190.55295,27642.58537,29135.7044,29397.12984,31231.47115,33820.91873,36358.02776,38811.14334
Ethiopia,ETH,"GDP per capita, PPP (current international $)",415.0237011,384.6039924,346.5837062,387.3255226,394.2678009,413.2200465,458.3263627,466.471214,442.2196067,458.3056899,482.884561,519.2718116,520.3394291,503.9725938,571.403849,640.6583194,711.5872352,792.3537912,870.7155278,928.6259394,1028.324031,1134.784848,1213.596465,1283.570926,1513.703841,1657.345099,1878.812497,2021.561046,2153.149415,2311.704386
European Union,EUU,"GDP per capita, PPP (current international $)",14797.165,15467.06367,15932.31561,16175.11942,16920.60333,17724.06127,18315.50035,19059.06217,19964.39314,20742.50614,22078.01584,23172.6909,24182.18079,24674.82296,25835.04943,26808.37022,29085.16412,30994.50577,32483.90314,31836.16882,32871.06893,34465.41987,34937.29121,36087.54315,37076.05696,38227.79804,40553.15243,42792.2547,44386.66566,46467.4506
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",2030.311689,2140.886834,2260.154989,2302.982456,2292.856879,2340.863023,2419.762874,2557.812625,2699.899435,2741.804669,2828.711714,2929.878114,2940.720771,2846.96879,3254.720723,3514.112638,3791.35905,4043.899862,4262.320657,4356.257703,4530.852346,4498.878763,4823.179108,4981.077528,5039.72346,4796.426703,4690.976009,4856.990623,4980.644275,5062.747761
Finland,FIN,"GDP per capita, PPP (current international $)",18132.6524,17541.45833,17248.15996,17450.52791,18444.74414,19550.958,20051.91461,21787.1521,23576.49425,24767.28067,26794.75325,27807.56942,28605.12232,29019.77327,31173.45109,32051.794,34413.57201,37799.03763,40083.69727,38008.81609,38982.53342,40916.83858,40873.09533,41493.14165,41757.40219,42509.13131,44929.90878,47481.21382,49373.18396,51323.83338
Fiji,FJI,"GDP per capita, PPP (current international $)",4200.875082,4186.444625,4487.706282,4626.669688,4897.405344,5060.220068,5338.51902,5255.160729,5333.466756,5841.722728,5836.739217,6062.239601,6344.806598,6520.711363,7035.783928,7272.437413,7573.553857,7634.123167,7777.692692,7653.435975,7914.082517,8263.064602,8839.474989,9536.260248,11346.86721,12412.42213,12632.01356,13429.31593,14133.89333,14427.58242
France,FRA,"GDP per capita, PPP (current international $)",17619.20875,18304.25871,18926.4629,19169.85298,19966.48469,20739.54933,21320.53476,22236.25136,23359.00991,24307.49879,26100.3972,27501.81394,28523.88573,28141.91485,29034.12479,30498.57929,32429.39271,34085.86963,35095.26296,34711.44508,35926.90563,37440.63863,37679.12178,39523.85395,40144.02683,40860.91122,42920.26682,44826.50747,46605.18634,49435.17994
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",1770.813903,1917.508938,1987.121889,2146.326319,2136.947305,2302.245935,2253.197402,2149.975678,2241.770228,2314.526959,2489.404433,2604.705324,2663.933093,2759.388521,2753.504597,2910.789354,3018.000367,3069.168534,3080.080072,3154.79213,3265.69266,3422.289681,3388.224357,3276.300535,3215.174624,3354.508153,3380.736875,3497.917295,3550.41595,
Gabon,GAB,"GDP per capita, PPP (current international $)",12395.61957,13231.67837,12764.49404,13223.86325,13643.65048,14249.36757,14657.87443,15374.18222,15692.99711,14147.01237,13852.33901,14117.75505,13968.76836,14199.2359,14315.03503,14755.38102,14366.10713,15187.81767,14517.82852,14177.14642,14837.07183,15638.69147,15356.19154,15114.36919,15370.97615,14699.56624,14286.25374,15006.76409,15091.28807,15486.06832
United Kingdom,GBR,"GDP per capita, PPP (current international $)",16818.96407,17145.47589,17553.74261,18379.48252,19453.51988,20516.48073,21840.67963,23034.58522,23636.93723,24414.68532,26413.43354,27757.09244,29068.59386,30262.05552,31964.78168,32668.22632,34761.16781,35597.40038,36660.19256,35029.99462,36367.92053,37161.55413,38311.8972,39970.99607,41265.93809,42518.14126,44162.55117,45974.86435,46956.07776,48709.70114
Georgia,GEO,"GDP per capita, PPP (current international $)",5730.909932,4641.831057,2595.752954,1864.294865,1732.544926,1884.359102,2212.643891,2568.643336,2745.296812,2924.39146,3104.515679,3377.051119,3650.85722,4157.879407,4545.293132,5169.062434,5860.358401,6810.190837,7132.205275,6986.004547,7564.063061,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14593.50487,15636.55376
Ghana,GHA,"GDP per capita, PPP (current international $)",1237.362489,1308.329319,1350.453981,1408.693341,1445.430042,1495.575098,1552.143362,1604.149406,1656.988375,1712.409433,1771.536004,1837.24943,1903.14627,1989.767078,2104.811019,2241.28723,2394.930061,2500.804217,2711.876158,2792.968181,2973.832821,3379.484998,3781.866256,5259.618069,5454.143893,5117.337095,4890.018963,4996.638706,5317.011759,5636.95391
Gibraltar,GIB,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",882.8879883,910.4204131,935.6956813,979.7574841,1013.379748,1054.235719,1092.263697,1138.426333,1163.030429,1195.303484,1224.34169,1269.796277,1329.799876,1345.239749,1386.437434,1442.758295,1471.991884,1578.982242,1638.249934,1595.240735,1653.718154,1743.947101,1795.448313,1811.334347,1804.54215,1819.363616,2078.593007,2420.600993,2557.380809,2670.308947
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",1557.057844,1597.731201,1632.133826,1666.963277,1653.215451,1650.919118,1666.097342,1723.916857,1749.542543,1830.711971,1913.782992,2004.731949,1908.260825,2011.810755,2142.753869,2091.551514,2078.640985,2134.51636,2244.500595,2341.676758,2434.891249,2215.751109,2199.788143,2121.486392,2027.031349,2066.859359,2068.742988,2072.65245,2194.822159,2298.378173
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",1012.667471,1075.751237,1087.482827,1111.492567,1146.36977,1196.646791,1333.003203,1416.487111,1010.413284,1015.491637,1072.51339,1096.476154,1078.804714,1080.240975,1113.757473,1169.45391,1203.451819,1245.399555,1278.246751,1298.200393,1338.984566,1439.289881,1355.315252,1364.385265,1378.232654,1597.208851,1746.749806,1925.237737,1995.172156,2071.816248
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",653.931747,648.0109744,864.2844148,949.7400698,1092.82805,1264.2179,2065.154641,5049.627363,6071.15901,7429.741411,8617.72085,13807.93575,16076.27956,17891.47579,24283.69501,27963.06516,29646.21081,33506.40686,38407.87968,37447.50787,32965.89959,34280.25489,37570.6354,34766.01158,33696.12641,24042.49709,20458.81227,22551.08325,20840.27477,19327.13832
Greece,GRC,"GDP per capita, PPP (current international $)",13287.2558,13993.43947,14302.86407,14322.95608,14846.84837,15404.30116,16121.00736,17150.138,18033.46202,18464.7321,19523.51376,20963.74856,22615.93565,23870.50815,25437.37821,25577.52408,28514.72598,29289.80541,30856.01183,30388.3545,28169.49002,26141.31959,25284.46408,26097.8719,26838.45523,26902.52532,27823.36184,29089.01401,30354.349,31399.41567
Grenada,GRD,"GDP per capita, PPP (current international $)",4729.104716,4950.142356,4983.435734,4947.351555,5080.540759,5248.086045,5541.966629,5887.290096,6623.696121,7154.032349,7641.546655,7620.281677,7977.147794,8862.539347,9012.576276,10495.23801,10354.21384,11255.85642,11554.30821,10838.22428,10862.86744,11115.70696,11164.43872,11887.57767,13041.81611,14152.41757,15025.82166,16217.49985,17197.65807,17956.1054
Greenland,GRL,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",3378.436847,3524.386518,3681.213069,3817.792589,3956.820894,4136.965441,4234.345761,4390.576878,4552.887328,4683.991908,4842.216482,4943.648282,5097.529629,5208.761825,5401.532156,5633.134539,5993.15214,6414.104777,6624.490975,6585.064501,6728.246726,7025.674554,7320.153417,7446.587991,7758.493152,8194.440681,8221.746427,8317.364117,8647.821544,8995.537873
Guam,GUM,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",2129.457397,2331.178884,2555.108217,2808.684637,3093.93153,3307.302177,3638.160937,3944.283126,3943.512627,4141.416817,4192.80291,4391.315343,4513.825323,4566.413409,4758.868421,4808.621991,5207.01269,5721.215654,5945.057076,6195.692154,6512.324954,6969.708502,7380.61593,7901.951452,8165.721013,8365.612084,8830.397993,8989.038274,9531.884623,10104.70119
High income,HIC,"GDP per capita, PPP (current international $)",18011.3609,18786.47938,19538.70428,20135.29106,21104.62596,22018.77073,22985.75307,24028.44353,24839.91892,25845.9333,27481.32831,28392.00093,29332.14801,30330.1024,32048.23748,33629.24214,35829.80786,37624.23092,38629.46283,37651.55139,39052.58188,40671.70461,41804.69417,43170.38622,44319.63165,45093.90327,46371.74953,48341.6938,50195.06277,52072.4431
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",18270.24386,19800.20948,21334.21781,22798.97555,24141.5176,24738.07613,25123.54086,26637.40199,25141.81782,25895.62449,28253.19938,28821.65901,29631.0657,31165.23153,34518.38981,38056.69722,41697.07763,45194.99697,46773.87758,45872.58678,49185.23074,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57221.41376,59849.24818,62513.0323,62375.11937
Honduras,HND,"GDP per capita, PPP (current international $)",2052.132456,1993.467138,2102.491161,2228.490014,2217.372852,2336.588593,2355.479693,2435.428698,2479.606627,2427.916464,2591.332214,2648.811862,2720.274462,2824.608203,3006.695955,3210.347295,3443.769506,3671.332883,3816.835248,3674.233209,3778.460561,3928.268075,4032.581323,4142.239868,4452.583019,4823.389044,5147.244578,5561.996312,5806.101014,5965.368819
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",994.2919338,1005.638974,993.4618607,998.2823641,992.454981,1033.456177,1076.860702,1111.170754,1132.109099,1155.315746,1181.438873,1226.22355,1252.862061,1297.293727,1366.753581,1454.034421,1549.280223,1649.372519,1735.67911,1777.349452,1846.218368,1933.249031,1970.730222,2101.673875,2231.977866,2333.767766,2378.586907,2461.567393,2557.307277,2642.025977
Croatia,HRV,"GDP per capita, PPP (current international $)",,,,,,7958.914552,8680.625808,9461.580385,9785.066687,9843.804841,10604.2239,11613.50231,12647.6092,13550.3487,14534.50095,15303.91322,17428.29783,19353.61586,20776.33697,20013.9201,19776.1961,20743.52773,21136.47821,21769.18988,22062.07295,23013.49805,24718.12968,26595.73884,28038.68541,29973.42609
Haiti,HTI,"GDP per capita, PPP (current international $)",1382.347846,1427.435405,1355.832847,1287.799532,1136.536829,1251.805927,1303.475625,1337.494984,1357.721513,1390.10198,1409.025829,1400.891571,1395.906694,1403.601024,1368.019456,1412.947367,1464.636044,1529.620559,1547.877651,1582.912494,1527.768855,1621.230334,1590.016853,1680.964098,1718.933916,1704.930581,1757.385146,1763.663261,1808.876032,1800.564561
Hungary,HUN,"GDP per capita, PPP (current international $)",,8310.045816,8242.211364,8398.455385,8842.690841,9175.348211,9335.54523,9821.531043,10397.90563,10873.24786,11857.61969,13213.57383,14526.38826,15464.41134,16228.99393,17073.55143,18339.61807,19044.41879,20696.72857,20693.72508,21586.03614,22894.34764,23148.12788,24498.17916,25604.98821,26668.04088,27699.63094,29529.30923,31578.7598,33978.95509
IBRD only,IBD,"GDP per capita, PPP (current international $)",2920.852732,3031.625091,3119.395582,3243.860044,3371.012256,3543.335995,3753.212357,3955.346787,3988.714939,4147.995999,4431.291255,4644.820353,4876.473162,5208.181797,5709.415051,6253.544648,6982.52204,7723.230607,8340.06197,8590.949001,9270.631619,9983.316284,10598.94748,11095.96363,11425.40288,11515.87766,11920.47939,12544.85315,13366.33328,14019.891
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",2608.023296,2700.675043,2772.47809,2870.498245,2969.61914,3111.643757,3286.023578,3449.23597,3476.700312,3605.148384,3836.004195,4013.268938,4204.309272,4475.14857,4887.40658,5333.57683,5922.700129,6519.064849,7008.192204,7208.187564,7742.356792,8299.768891,8771.663581,9171.076901,9442.920135,9517.060585,9815.454634,10293.46175,10928.09689,11419.88262
IDA total,IDA,"GDP per capita, PPP (current international $)",1328.161699,1360.866776,1383.998091,1391.197141,1395.654472,1438.15646,1495.674443,1530.574256,1560.553905,1596.83553,1658.786867,1733.553146,1809.656706,1896.203916,2031.290835,2177.08325,2329.632349,2487.357699,2605.04069,2698.444716,2820.668489,2944.574041,3028.486958,3197.754156,3373.906614,3482.805263,3540.766737,3669.328424,3851.577803,3980.745481
IDA blend,IDB,"GDP per capita, PPP (current international $)",1975.427206,2032.463752,2092.59648,2083.66229,2096.658702,2137.03598,2217.815719,2242.27217,2271.308435,2302.052331,2386.163459,2483.394628,2623.862677,2750.05784,2969.337587,3173.437647,3379.84045,3584.414876,3707.218313,3844.74179,4001.250308,4168.395869,4235.205777,4403.486463,4612.694861,4679.975745,4673.340198,4779.915743,4979.694776,5063.06331
Indonesia,IDN,"GDP per capita, PPP (current international $)",3082.082339,3347.8905,3585.527826,3845.202251,4156.647791,4522.29295,4891.439326,5134.507942,4447.174415,4484.069232,4743.944694,4956.361151,5190.36499,5465.264202,5816.181493,6254.614326,6708.575594,7229.538092,7710.666075,8021.747763,8505.748535,9095.733633,9713.873158,10067.42225,10278.13992,10247.20638,10494.56047,10935.84175,11639.86506,12301.7529
IDA only,IDX,"GDP per capita, PPP (current international $)",990.9407145,1010.433814,1012.81438,1030.108134,1030.164114,1075.223456,1120.801548,1162.228994,1193.080077,1233.253315,1284.090924,1348.175009,1390.106834,1456.856965,1548.301852,1664.769082,1790.301408,1924.639203,2040.984985,2110.843358,2214.57294,2314.920816,2408.281233,2579.339988,2739.298403,2873.877863,2969.948237,3113.963425,3290.302852,3449.407228
Isle of Man,IMN,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",1201.668487,1230.086974,1300.775055,1367.636688,1461.183432,1574.317971,1691.80478,1757.514713,1852.810434,2009.215688,2095.647004,2206.448183,2287.63002,2472.103741,2695.893697,2953.109251,3237.294799,3525.314449,3650.942934,3912.418218,4236.744324,4493.667896,4861.146371,5057.217581,5233.868543,5464.859141,5839.898589,6185.993893,6650.112149,7034.217224
Not classified,INX,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",13734.34695,14389.83201,15106.39875,15801.5228,17000.73025,18932.17462,20468.68462,22620.31831,25059.4014,26995.26129,30184.95981,32546.3937,35212.09472,36238.34818,38669.39904,40437.77458,44197.54977,46756.30097,44283.73011,41653.24373,43327.40242,44855.3247,46256.56888,47897.29166,51067.97671,69056.04604,71921.71705,78128.18158,84459.65164,88240.90103
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",7217.414715,8194.615337,8457.463296,8609.704478,8536.727173,8791.055054,9286.327111,9365.500092,9550.778708,9646.541266,10309.06656,10485.28808,11283.10482,12342.72858,13070.55911,13745.92002,14702.95846,16150.33472,16326.32364,16433.25925,17388.89561,18008.80252,15950.10453,15273.84631,15235.70484,13588.4676,14011.54513,14535.86306,,
Iraq,IRQ,"GDP per capita, PPP (current international $)",,2678.337875,3530.890974,4572.156562,4704.772125,4756.755869,5213.703448,6233.092431,8241.013386,9533.392599,9591.040197,9733.027731,8937.560147,5920.964185,9134.933646,9611.747707,10699.5651,10953.52619,11883.36532,12127.62437,12717.01756,13515.54813,15163.35062,15535.35112,14267.03561,10391.77771,9897.001441,10971.97001,10911.63791,11332.14147
Iceland,ISL,"GDP per capita, PPP (current international $)",21978.11574,22409.30562,21870.13549,22452.89124,23554.87106,23946.55892,24771.69469,26904.18264,28688.15412,29523.1903,29717.56869,31775.46819,32524.02375,32619.86491,35608.22761,37233.19831,39087.3572,41157.23315,43318.35247,41937.09391,39606.59579,40767.23551,41926.34162,44157.55212,45714.79266,48854.34544,53025.43951,55562.42662,57742.15028,60061.37059
Israel,ISR,"GDP per capita, PPP (current international $)",15150.57714,15887.7509,16915.94608,17556.69116,18771.1393,19892.24724,20722.87679,21394.61162,22039.41885,22584.93854,24928.94548,24921.59626,25224.87874,23818.48605,25208.03624,24831.44992,25665.06643,27460.31044,27433.06349,27484.87097,28824.19399,30539.96337,31693.91787,34145.7126,34212.94449,35436.81087,37843.97781,38966.66269,40261.33803,42193.82559
Italy,ITA,"GDP per capita, PPP (current international $)",18603.49618,19514.97951,20112.57947,20401.01895,21280.52663,22353.60018,23017.71312,23867.79558,25020.59606,25602.38947,27082.57698,28045.72333,28736.57711,29165.04967,29527.89483,30130.64446,32414.46616,34105.72055,35523.27131,34636.21643,35181.96842,36598.01497,36486.29679,36314.6971,36194.87392,36909.32837,39922.90848,41784.62471,42816.20297,44196.6931
Jamaica,JAM,"GDP per capita, PPP (current international $)",4765.927775,5124.344318,5296.466575,5876.357335,6025.544027,6235.154503,6280.316796,6253.966069,6117.622621,6214.271393,6355.840073,6533.383527,6723.67298,7056.150577,7300.063824,7553.193136,7965.497382,8255.179494,8306.483961,7966.85701,7900.210723,8159.884828,8187.182151,8442.031543,8544.230186,8791.297949,9193.375792,9598.370957,9967.768024,10166.06278
Jordan,JOR,"GDP per capita, PPP (current international $)",4162.969004,4155.464744,4768.083916,4834.95548,4938.988369,5146.235687,5187.066584,5320.990246,5435.00193,5601.982324,5864.599142,6194.307633,6530.873833,6780.377678,7361.380522,7945.106381,8514.418684,9059.180605,9448.385745,9551.199034,9384.458915,9313.257679,9111.60944,9215.339765,9050.628455,9331.339833,9283.870671,9841.169557,10086.44954,10316.60909
Japan,JPN,"GDP per capita, PPP (current international $)",19561.20164,20849.01756,21451.67425,21792.3356,22402.2663,23409.64029,24515.11614,25146.20043,25074.05754,25325.70726,26838.69136,27472.5473,28160.10761,28924.68195,30348.04174,31663.4531,33090.19626,34501.50873,34798.7659,33198.61611,34986.99454,35774.69671,37191.38595,38974.07949,39179.15561,40396.24321,39970.67985,40858.88438,41335.52322,43235.71757
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",8270.779757,7562.508792,7329.986133,6858.65928,6211.94844,5925.059979,6156.254923,6470.298906,6530.560445,6868.835504,7733.789443,8985.6555,10021.89696,11119.88781,12428.836,13934.72114,15725.34653,17384.92451,18086.24159,17962.83012,19225.07691,20779.44551,22032.17586,24504.76752,24726.47287,23224.11784,23818.82483,24862.96612,26147.04607,27443.57117
Kenya,KEN,"GDP per capita, PPP (current international $)",1476.470678,1498.024026,1471.639508,1464.965953,1489.242842,1540.713717,1587.053612,1576.527392,1601.281418,1616.519885,1617.534955,1669.330033,1659.383235,1693.256527,1778.543464,1889.787886,2016.604595,2152.221463,2139.158869,2166.327181,2311.976876,2437.881,2530.347985,2767.402811,3021.433123,3361.977348,3635.265028,4046.208425,4302.999065,4509.322442
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",2546.332254,2384.017155,2076.830673,1796.848315,1467.131134,1402.579196,1506.975557,1660.561941,1688.776658,1749.59438,1863.73919,1987.031711,1999.672673,2157.265386,2342.492743,2384.178026,2505.465168,2766.05448,3027.863024,3101.336928,3085.651936,3297.366837,3618.149726,4042.893053,4281.824074,4214.829509,4681.174733,5046.691535,5254.278486,5470.811536
Cambodia,KHM,"GDP per capita, PPP (current international $)",,,,1130.051875,727.1105527,789.9790017,826.5393851,850.0465456,876.4387838,977.9492345,1082.434339,1164.580927,1237.652993,1344.624804,1499.086925,1723.314446,1936.882326,2159.623188,2314.462178,2299.387047,2427.243314,2611.30599,2868.737515,3045.590555,3185.336898,3388.73742,3675.037921,3928.373688,4257.484976,4570.694289
Kiribati,KIR,"GDP per capita, PPP (current international $)",1261.458411,1281.253495,1302.957749,1328.54606,1363.135527,1372.863024,1400.433936,1425.134521,1509.900051,1482.397588,1583.087611,1567.041215,1624.565342,1658.863228,1644.954584,1744.974858,1758.459498,1800.754894,1756.730343,1745.986907,1716.059227,1749.233461,1837.991938,1921.614459,1917.627413,2110.117273,2210.969175,2240.544687,2312.254478,2369.465528
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",9360.396349,9468.320827,10018.59469,10836.95573,11520.12923,12260.20073,13089.41981,14097.91233,14066.7954,14596.57158,16303.96737,17373.89078,17857.94138,17340.02482,18298.2415,20462.10425,21056.84722,21552.49023,23119.65506,22162.37257,22094.67597,22768.3058,21486.87409,22152.01154,23951.27439,23921.99162,24927.1923,25355.51718,26510.98282,27448.89535
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",8392.41101,9486.821691,10201.2634,11054.26185,12219.71277,13549.11976,14724.27911,15744.78127,14976.42191,16807.12948,18551.26112,19693.44323,21396.83775,22074.01428,23785.28724,25186.86757,26877.9921,29059.76568,29946.07749,29644.43415,31740.45956,32546.75365,33557.12872,34244.31214,35324.49767,37907.50031,39567.01662,41001.06689,42136.08039,43028.89635
Kuwait,KWT,"GDP per capita, PPP (current international $)",,,,,,59930.61637,60606.38594,60095.58578,58839.32869,55001.06186,56179.29502,55943.11872,57617.37353,68071.04864,75700.9083,83689.1956,88660.11025,91473.46238,90096.46961,79424.26822,73965.97061,78178.0723,82680.38125,78058.51287,70082.42486,47230.62319,44685.35062,50855.49996,51669.73342,51912.01213
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",6232.273078,6561.694417,6769.674826,6954.713668,7311.8939,7417.967648,7689.328645,8093.438871,8233.142563,8219.365539,8584.897572,8693.954048,8725.6615,8936.614442,9610.846919,10224.68005,11039.25886,11827.95326,12472.88259,12273.3161,13027.14849,13863.36558,14119.9994,14583.50941,14891.33929,14660.56889,14893.0508,15525.4927,15983.81416,16220.42267
Lao PDR,LAO,"GDP per capita, PPP (current international $)",1025.760018,1075.511642,1129.931092,1193.379948,1286.047203,1373.253055,1463.659767,1559.987455,1610.076877,1722.281188,1831.969162,1948.395686,2064.431069,2196.991651,2363.315073,2569.536512,2829.042452,3073.743337,3321.91527,3538.647348,3822.627142,4150.824173,4841.643061,5289.476389,5873.755489,6168.477642,6843.561582,7257.807932,7771.986954,8150.752426
Lebanon,LBN,"GDP per capita, PPP (current international $)",3839.270302,5690.812788,6437.065886,6916.754744,7284.222437,7636.047893,8456.238457,8579.325431,8908.460899,8859.466808,8952.107609,9146.922629,9170.331421,9189.07132,9667.997367,9955.016318,10281.74089,11522.57025,12819.02193,14095.5676,14961.74399,14668.51067,14816.87782,14972.71648,15026.33614,15067.7746,15487.10925,16005.25704,15980.40757,15327.30896
Liberia,LBR,"GDP per capita, PPP (current international $)",,,,,,,,,,,993.4005204,1007.530091,1037.121544,725.3847199,750.1450381,793.4941792,853.7920324,923.5150096,967.9465441,987.0071054,1022.056747,1093.541137,1174.049107,1339.301184,1381.940254,1292.096518,1379.055624,1515.64325,1532.32917,1486.994898
Libya,LBY,"GDP per capita, PPP (current international $)",,,,,,,,,,17287.19311,18043.57605,17830.23032,17653.70444,19998.57896,21116.61039,23987.55036,25925.375,27896.2987,28792.87229,28430.09808,29895.2196,11482.09882,24285.30012,19869.11098,14303.01749,12220.0234,11108.71684,13237.99853,15372.36735,15803.05638
St. Lucia,LCA,"GDP per capita, PPP (current international $)",6824.589614,6981.977237,7613.044341,7748.734059,7947.936609,8155.994511,8435.264554,8403.771306,8908.172199,9159.960383,9265.63521,9062.323492,9173.656582,9673.441429,10571.12115,10749.32734,11621.05953,11971.64567,12629.84505,12207.43291,12413.398,13256.49611,13080.3874,13489.11137,13761.12341,13551.74682,14291.36489,14945.759,15621.59831,16089.06767
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",6260.561802,6597.559503,6830.458856,7032.591527,7398.630805,7532.495888,7821.667547,8242.494682,8402.688377,8402.693939,8779.819548,8909.920615,8954.02743,9181.134448,9884.174545,10512.60185,11397.91058,12204.72359,12820.96398,12615.93841,13404.79596,14283.72121,14573.53534,15060.95132,15382.06951,15173.38751,15411.55882,16060.57587,16544.41589,16797.35933
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",890.1941438,912.3498752,918.1487066,919.2966087,924.1212936,972.3440401,1020.217346,1059.970267,1087.799826,1124.561954,1172.540752,1232.506217,1282.491208,1344.484207,1435.796086,1559.180135,1686.79693,1828.980731,1948.680657,2015.343852,2114.504976,2201.342452,2289.372214,2408.471274,2557.73735,2631.396414,2712.54084,2845.804898,2989.066038,3118.818673
Low income,LIC,"GDP per capita, PPP (current international $)",957.7086722,967.6287395,938.9375076,937.5181318,929.7709423,965.4966143,1003.553098,1041.024598,1060.643747,1084.126096,1113.875854,1165.877697,1196.980821,1245.31937,1313.235381,1408.036709,1504.357108,1615.647758,1705.6861,1758.005697,1836.899321,1881.139271,1865.438068,1954.479219,2102.155536,2201.436913,2244.722263,2320.749941,2407.785716,2489.11741
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",2306.770067,2464.612444,2601.855812,2817.420983,3010.234809,3216.00947,3376.321566,3634.038699,3828.18522,4029.04885,4339.68402,4335.367214,4542.33594,4860.337881,5218.681236,5670.955129,6242.373143,6795.344794,7287.585222,7550.294887,8194.269658,9007.657363,10315.18025,10852.06404,11256.85605,11557.48705,12224.21577,12584.10442,13168.17142,13620.11848
